1786622637.641260190	begin:cold-connect
1786622637.667349135	state	card0-DP-1=disconnected/disabled card0-Writeback-1=unknown/disabled card1-eDP-1=connected/enabled card1-HDMI-A-1=disconnected/disabled card2-DP-2=connected/enabled usb:4-2.1=430a@93 
1786622937.149098563	end:capture
